"","x"
"9515"," 5120
"
"9516"," 866
"
"9517"," 
"
"9518"," Mr. Rime
"
"9519"," Human-Like
"
"9520"," —
"
"9521"," 25
"
"9522"," —
"
"9523"," —
"
"9524"," —
"
"9525"," —
"
"9526"," 6400
"
"9527"," 867
"
"9528"," 
"
"9529"," Runerigus
"
"9530"," Mineral
"
"9531"," Amorphous
"
"9532"," 25
"
"9533"," —
"
"9534"," —
"
"9535"," —
"
"9536"," —
"
"9537"," 6400
"
"9538"," 868
"
"9539"," 
"
"9540"," Milcery
"
"9541"," Fairy
"
"9542"," Amorphous
"
"9543"," 20
"
"9544"," —
"
"9545"," —
"
"9546"," —
"
"9547"," —
"
"9548"," 5120
"
"9549"," 869
"
"9550"," 
"
"9551"," Alcremie
"
"9552"," Fairy
"
"9553"," Amorphous
"
"9554"," 20
"
"9555"," —
"
"9556"," —
"
"9557"," —
"
"9558"," —
"
"9559"," 5120
"
"9560"," 870
"
"9561"," 
"
"9562"," Falinks
"
"9563"," Fairy
"
"9564"," Mineral
"
"9565"," 25
"
"9566"," —
"
"9567"," —
"
"9568"," —
"
"9569"," —
"
"9570"," 6400
"
"9571"," 871
"
"9572"," 
"
"9573"," Pincurchin
"
"9574"," Water 1
"
"9575"," Amorphous
"
"9576"," 20
"
"9577"," —
"
"9578"," —
"
"9579"," —
"
"9580"," —
"
"9581"," 5120
"
"9582"," 872
"
"9583"," 
"
"9584"," Snom
"
"9585"," Bug
"
"9586"," —
"
"9587"," 20
"
"9588"," —
"
"9589"," —
"
"9590"," —
"
"9591"," —
"
"9592"," 5120
"
"9593"," 873
"
"9594"," 
"
"9595"," Frosmoth
"
"9596"," Bug
"
"9597"," —
"
"9598"," 20
"
"9599"," —
"
"9600"," —
"
"9601"," —
"
"9602"," —
"
"9603"," 5120
"
"9604"," 874
"
"9605"," 
"
"9606"," Stonjourner
"
"9607"," Mineral
"
"9608"," —
"
"9609"," 25
"
"9610"," —
"
"9611"," —
"
"9612"," —
"
"9613"," —
"
"9614"," 6400
"
"9615"," 875
"
"9616"," 
"
"9617"," Eiscue
"
"9618"," Water 1
"
"9619"," Field
"
"9620"," 25
"
"9621"," —
"
"9622"," —
"
"9623"," —
"
"9624"," —
"
"9625"," 6400
"
"9626"," 876
"
"9627"," 
"
"9628"," Indeedee
"
"9629"," Fairy
"
"9630"," —
"
"9631"," 40
"
"9632"," —
"
"9633"," —
"
"9634"," —
"
"9635"," —
"
"9636"," 10240
"
"9637"," 877
"
"9638"," 
"
"9639"," Morpeko
"
"9640"," Field
"
"9641"," Fairy
"
"9642"," 10
"
"9643"," —
"
"9644"," —
"
"9645"," —
"
"9646"," —
"
"9647"," 2560
"
"9648"," 878
"
"9649"," 
"
"9650"," Cufant
"
"9651"," Field
"
"9652"," Mineral
"
"9653"," 25
"
"9654"," —
"
"9655"," —
"
"9656"," —
"
"9657"," —
"
"9658"," 6400
"
"9659"," 879
"
"9660"," 
"
"9661"," Copperajah
"
"9662"," Field
"
"9663"," Mineral
"
"9664"," 25
"
"9665"," —
"
"9666"," —
"
"9667"," —
"
"9668"," —
"
"9669"," 6400
"
"9670"," 880
"
"9671"," 
"
"9672"," Dracozolt
"
"9673"," Undiscovered
"
"9674"," —
"
"9675"," 35
"
"9676"," —
"
"9677"," —
"
"9678"," —
"
"9679"," —
"
"9680"," 8960
"
"9681"," 881
"
"9682"," 
"
"9683"," Arctozolt
"
"9684"," Undiscovered
"
"9685"," —
"
"9686"," 35
"
"9687"," —
"
"9688"," —
"
"9689"," —
"
"9690"," —
"
"9691"," 8960
"
"9692"," 882
"
"9693"," 
"
"9694"," Dracovish
"
"9695"," Undiscovered
"
"9696"," —
"
"9697"," 35
"
"9698"," —
"
"9699"," —
"
"9700"," —
"
"9701"," —
"
"9702"," 8960
"
"9703"," 883
"
"9704"," 
"
"9705"," Arctovish
"
"9706"," Undiscovered
"
"9707"," —
"
"9708"," 35
"
"9709"," —
"
"9710"," —
"
"9711"," —
"
"9712"," —
"
"9713"," 8960
"
"9714"," 884
"
"9715"," 
"
"9716"," Duraludon
"
"9717"," Mineral
"
"9718"," Dragon
"
"9719"," 30
"
"9720"," —
"
"9721"," —
"
"9722"," —
"
"9723"," —
"
"9724"," 7680
"
"9725"," 885
"
"9726"," 
"
"9727"," Dreepy
"
"9728"," Amorphous
"
"9729"," Dragon
"
"9730"," 40
"
"9731"," —
"
"9732"," —
"
"9733"," —
"
"9734"," —
"
"9735"," 10240
"
"9736"," 886
"
"9737"," 
"
"9738"," Drakloak
"
"9739"," Amorphous
"
"9740"," Dragon
"
"9741"," 40
"
"9742"," —
"
"9743"," —
"
"9744"," —
"
"9745"," —
"
"9746"," 10240
"
"9747"," 887
"
"9748"," 
"
"9749"," Dragapult
"
"9750"," Amorphous
"
"9751"," Dragon
"
"9752"," 40
"
"9753"," —
"
"9754"," —
"
"9755"," —
"
"9756"," —
"
"9757"," 10240
"
"9758"," 888
"
"9759"," 
"
"9760"," Zacian
"
"9761"," Undiscovered
"
"9762"," —
"
"9763"," 120
"
"9764"," —
"
"9765"," —
"
"9766"," —
"
"9767"," —
"
"9768"," 30720
"
"9769"," 889
"
"9770"," 
"
"9771"," Zamazenta
"
"9772"," Undiscovered
"
"9773"," —
"
"9774"," 120
"
"9775"," —
"
"9776"," —
"
"9777"," —
"
"9778"," —
"
"9779"," 30720
"
"9780"," 890
"
"9781"," 
"
"9782"," Eternatus
"
"9783"," Undiscovered
"
"9784"," —
"
"9785"," 120
"
"9786"," —
"
"9787"," —
"
"9788"," —
"
"9789"," —
"
"9790"," 30720
"
"9791","

 Lists of Pokémon
 by National Pokédex no.

 English • Japanese • German • French • Korean • Chinese

 by regional Pokédex no.

 Kanto • New • Johto • Hoenn (Gen III • Gen VI) • Sinnoh • Unova (BW • B2W2) • Kalos • Alola (SM • USUM) • GalarUnown Mode • in no regional Pokédex • in every regional Pokédex

 by regional Browser no.

 Fiore • Almia • Oblivia • in no regional Browser • in every regional Browser

 by index number

 Generation I • Generation II • Generation III • Generation IVGeneration V • Generation VI • Generation VII • Generation VIII

 by other numbering systems

 DPBP • PokéPark Pad • Ransei Gallery • Shuffle list • Picross list • Duel Library • Google Maps: Pokémon Challenge

 by attributes

 Ability • category • habitat • color • IQ group • gender differences • form differencesEgg Group • shape • height • weight • unique type combinations

 by evolution

 evolution family (GO) • no evolution family • branched • cross-generation • levels

 by in-game stats

 base stats (Gen I • Gen II-V • Gen VI • Gen VII • fully evolved • unique base stat totals • GO)performance stats • catch rate • EVs given in battle (Gen III • Gen IV • Gen V-VI • Gen VII) • gender ratiosteps to hatch • availability • wild held item (Gen II) • experience type • base friendship • call rate

 miscellaneous

 alphabetically • field moves (Gen I • Gen II • Gen III • Gen IV • Gen V • Gen VI)Shadow Pokémon • Pal Park area • Pokéwalker • debut episode • glitchreleased with a Hidden Ability (Gen V • Gen VI • Gen VII • Gen VIII) • ST Energy Shot • petting
"
"9792","
 Lists of Pokémon
 by National Pokédex no.

 English • Japanese • German • French • Korean • Chinese

 by regional Pokédex no.

 Kanto • New • Johto • Hoenn (Gen III • Gen VI) • Sinnoh • Unova (BW • B2W2) • Kalos • Alola (SM • USUM) • GalarUnown Mode • in no regional Pokédex • in every regional Pokédex

 by regional Browser no.

 Fiore • Almia • Oblivia • in no regional Browser • in every regional Browser

 by index number

 Generation I • Generation II • Generation III • Generation IVGeneration V • Generation VI • Generation VII • Generation VIII

 by other numbering systems

 DPBP • PokéPark Pad • Ransei Gallery • Shuffle list • Picross list • Duel Library • Google Maps: Pokémon Challenge

 by attributes

 Ability • category • habitat • color • IQ group • gender differences • form differencesEgg Group • shape • height • weight • unique type combinations

 by evolution

 evolution family (GO) • no evolution family • branched • cross-generation • levels

 by in-game stats

 base stats (Gen I • Gen II-V • Gen VI • Gen VII • fully evolved • unique base stat totals • GO)performance stats • catch rate • EVs given in battle (Gen III • Gen IV • Gen V-VI • Gen VII) • gender ratiosteps to hatch • availability • wild held item (Gen II) • experience type • base friendship • call rate

 miscellaneous

 alphabetically • field moves (Gen I • Gen II • Gen III • Gen IV • Gen V • Gen VI)Shadow Pokémon • Pal Park area • Pokéwalker • debut episode • glitchreleased with a Hidden Ability (Gen V • Gen VI • Gen VII • Gen VIII) • ST Energy Shot • petting
"
"9793"," English • Japanese • German • French • Korean • Chinese
"
"9794","
"
"9795"," Kanto • New • Johto • Hoenn (Gen III • Gen VI) • Sinnoh • Unova (BW • B2W2) • Kalos • Alola (SM • USUM) • GalarUnown Mode • in no regional Pokédex • in every regional Pokédex
"
"9796","
"
"9797"," Fiore • Almia • Oblivia • in no regional Browser • in every regional Browser
"
"9798","
"
"9799"," Generation I • Generation II • Generation III • Generation IVGeneration V • Generation VI • Generation VII • Generation VIII
"
"9800","
"
"9801"," DPBP • PokéPark Pad • Ransei Gallery • Shuffle list • Picross list • Duel Library • Google Maps: Pokémon Challenge
"
"9802","
"
"9803"," Ability • category • habitat • color • IQ group • gender differences • form differencesEgg Group • shape • height • weight • unique type combinations
"
"9804","
"
"9805"," evolution family (GO) • no evolution family • branched • cross-generation • levels
"
"9806","
"
"9807"," base stats (Gen I • Gen II-V • Gen VI • Gen VII • fully evolved • unique base stat totals • GO)performance stats • catch rate • EVs given in battle (Gen III • Gen IV • Gen V-VI • Gen VII) • gender ratiosteps to hatch • availability • wild held item (Gen II) • experience type • base friendship • call rate
"
"9808","
"
"9809"," alphabetically • field moves (Gen I • Gen II • Gen III • Gen IV • Gen V • Gen VI)Shadow Pokémon • Pal Park area • Pokéwalker • debut episode • glitchreleased with a Hidden Ability (Gen V • Gen VI • Gen VII • Gen VIII) • ST Energy Shot • petting
"
